timestamp,open,high,low,close,volume
2023-03-16T00:00:00Z,119.26,119.89,118.47,119.10,13138
2023-03-17T00:00:00Z,119.10,119.45,118.59,118.94,13275
2023-03-18T00:00:00Z,118.94,119.36,118.36,118.78,13412
2023-03-19T00:00:00Z,118.78,119.27,118.13,118.62,13549
2023-03-20T00:00:00Z,118.62,119.18,117.90,118.46,13686
2023-03-21T00:00:00Z,118.46,119.09,117.67,118.30,13823
2023-03-22T00:00:00Z,118.30,118.65,116.83,117.18,13960
2023-03-23T00:00:00Z,117.18,117.60,116.60,117.02,14097
2023-03-24T00:00:00Z,117.02,117.51,116.37,116.86,14234
2023-03-25T00:00:00Z,116.86,117.42,116.14,116.70,14371
2023-03-26T00:00:00Z,116.70,117.33,115.91,116.54,14508
2023-03-27T00:00:00Z,116.54,116.89,116.03,116.38,14645
2023-03-28T00:00:00Z,116.38,116.80,115.80,116.22,14782
2023-03-29T00:00:00Z,116.22,116.71,115.57,116.06,14919
2023-03-30T00:00:00Z,116.06,116.62,114.38,114.94,15056
2023-03-31T00:00:00Z,114.94,115.57,114.15,114.78,15193
2023-04-01T00:00:00Z,114.78,115.13,114.27,114.62,15330
2023-04-02T00:00:00Z,114.62,115.04,114.04,114.46,15467
2023-04-03T00:00:00Z,114.46,114.95,113.81,114.30,15604
2023-04-04T00:00:00Z,114.30,114.86,113.58,114.14,15741
2023-04-05T00:00:00Z,114.14,114.77,113.35,113.98,15878
2023-04-06T00:00:00Z,113.98,114.33,113.47,113.82,16015
2023-04-07T00:00:00Z,113.82,114.24,112.28,112.70,16152
2023-04-08T00:00:00Z,112.70,113.19,112.05,112.54,16289
2023-04-09T00:00:00Z,112.54,113.10,111.82,112.38,16426
2023-04-10T00:00:00Z,112.38,113.01,111.59,112.22,16563
2023-04-11T00:00:00Z,112.22,112.57,111.71,112.06,16700
2023-04-12T00:00:00Z,112.06,112.48,111.48,111.90,16837
2023-04-13T00:00:00Z,111.90,112.39,111.25,111.74,16974
2023-04-14T00:00:00Z,111.74,112.30,111.02,111.58,10111
2023-04-15T00:00:00Z,111.58,112.21,109.83,110.46,10248
2023-04-16T00:00:00Z,110.46,110.81,109.95,110.30,10385
2023-04-17T00:00:00Z,110.30,110.72,109.72,110.14,10522
2023-04-18T00:00:00Z,110.14,110.63,109.49,109.98,10659
2023-04-19T00:00:00Z,109.98,110.54,109.26,109.82,10796
2023-04-20T00:00:00Z,109.82,110.45,109.03,109.66,10933
2023-04-21T00:00:00Z,109.66,110.01,109.15,109.50,11070
2023-04-22T00:00:00Z,109.50,109.92,108.92,109.34,11207
2023-04-23T00:00:00Z,109.34,109.83,107.73,108.22,11344
2023-04-24T00:00:00Z,108.22,108.78,107.50,108.06,11481
2023-04-25T00:00:00Z,108.06,108.69,107.27,107.90,11618
2023-04-26T00:00:00Z,107.90,108.25,107.39,107.74,11755
2023-04-27T00:00:00Z,107.74,108.16,107.16,107.58,11892
2023-04-28T00:00:00Z,107.58,108.07,106.93,107.42,12029
2023-04-29T00:00:00Z,107.42,107.98,106.70,107.26,12166
2023-04-30T00:00:00Z,107.26,107.89,106.47,107.10,12303
